<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
21/10/16;000000;116.8150000;116.9100000;116.2900000;116.5200000;1278591
24/10/16;000000;117.1000000;117.7300000;117.0200000;117.6000000;1281217
25/10/16;000000;117.9650000;118.3500000;117.3100000;118.2600000;2260867
26/10/16;000000;114.2500000;115.7000000;113.3300000;115.5300000;3931832
27/10/16;000000;115.3400000;115.8600000;114.1000000;114.5100000;1601964
28/10/16;000000;113.8600000;115.2050000;113.4500000;113.7100000;2714996
31/10/16;000000;113.6100000;114.2300000;113.2200000;113.5700000;1403530
01/11/16;000000;113.5100000;113.7700000;110.5300000;111.4800000;3232623
02/11/16;000000;111.2550000;112.3400000;111.2400000;111.6100000;1890369
03/11/16;000000;110.9750000;111.4500000;109.5600000;109.8100000;1726295
04/11/16;000000;108.5200000;110.2500000;108.1100000;108.8400000;2097713
07/11/16;000000;110.0050000;110.5100000;109.4700000;110.4100000;1929182
08/11/16;000000;110.2800000;111.7100000;109.7000000;111.0500000;1725195
09/11/16;000000;109.8500000;111.3100000;108.0700000;110.8800000;4732986
10/11/16;000000;111.0700000;111.0800000;105.8300000;107.7900000;4889080
11/11/16;000000;107.0300000;108.8700000;106.5500000;108.4300000;2586037
14/11/16;000000;107.7100000;107.7900000;104.0900000;105.7100000;3966988
15/11/16;000000;106.5200000;107.6800000;106.1700000;107.1100000;2280173
16/11/16;000000;106.8500000;110.2300000;106.6200000;110.0400000;2807470
17/11/16;000000;109.8100000;110.3300000;108.8300000;109.9400000;1937213
18/11/16;000000;109.7500000;110.5300000;109.6700000;110.0600000;1535296
21/11/16;000000;110.0500000;111.9800000;110.0300000;111.7600000;1689988
22/11/16;000000;111.9600000;112.4100000;111.4100000;111.7700000;1418275
23/11/16;000000;111.3500000;111.4900000;110.3400000;111.2200000;1751901
25/11/16;000000;111.1900000;111.8600000;110.9600000;111.7800000;759492
28/11/16;000000;111.4400000;112.4600000;111.4300000;111.5700000;1592502
29/11/16;000000;110.7400000;112.0300000;110.0800000;111.4500000;2090915
30/11/16;000000;111.5800000;112.1900000;110.2750000;110.5500000;2280905
01/12/16;000000;110.3800000;110.9400000;109.0400000;109.4800000;2791220
02/12/16;000000;109.3000000;110.0750000;108.8500000;109.8800000;1858246
05/12/16;000000;109.4400000;109.7800000;108.8400000;109.1100000;1656090
06/12/16;000000;109.5000000;110.3550000;109.2000000;109.9200000;1859604
07/12/16;000000;109.2600000;111.1800000;109.2300000;111.0200000;2510171
08/12/16;000000;110.8000000;112.4300000;110.6000000;112.1000000;2345743
09/12/16;000000;112.4950000;114.6950000;112.4200000;113.9200000;2465683
12/12/16;000000;113.2900000;113.3100000;112.4900000;113.2800000;1961883
13/12/16;000000;113.8400000;115.9200000;113.7500000;115.1900000;3025342
14/12/16;000000;115.0400000;116.2000000;114.9800000;115.2000000;2964550
15/12/16;000000;115.4700000;116.7200000;115.3600000;115.8100000;2402103
16/12/16;000000;116.4700000;116.4900000;115.6500000;115.9700000;1817009
19/12/16;000000;115.8000000;117.3700000;115.7500000;116.6200000;1665655
20/12/16;000000;116.7350000;117.5000000;116.6900000;116.9300000;1223771
21/12/16;000000;116.8400000;117.4000000;116.7900000;117.0600000;1151456
22/12/16;000000;116.3500000;116.5000000;115.6500000;116.2800000;1693995
23/12/16;000000;115.8000000;116.5200000;115.8000000;116.5200000;870897
27/12/16;000000;116.5400000;117.8000000;116.5200000;117.2600000;1236316
28/12/16;000000;117.5500000;118.0000000;116.5800000;116.7500000;1599527
29/12/16;000000;116.4700000;117.0900000;116.4100000;116.7300000;1094772
30/12/16;000000;116.7100000;117.1900000;115.4300000;115.8700000;2556133
03/01/17;000000;115.8100000;116.3100000;114.7700000;116.0700000;3161699
04/01/17;000000;115.8500000;116.5000000;115.8500000;116.0200000;1693203
05/01/17;000000;115.9200000;116.8450000;115.8200000;116.6100000;1518298
06/01/17;000000;116.7500000;118.1500000;116.4900000;117.9000000;2765915
09/01/17;000000;118.0400000;119.4200000;117.9400000;119.0100000;2031882
10/01/17;000000;118.7700000;119.3750000;118.3200000;119.1000000;1626315
11/01/17;000000;118.7400000;119.9200000;118.6100000;119.7400000;3069381
12/01/17;000000;118.8100000;119.3000000;118.2100000;119.2400000;2062729
13/01/17;000000;119.1000000;119.6100000;118.8100000;119.0300000;2510098
17/01/17;000000;118.3400000;120.2300000;118.2500000;119.9400000;2195074
18/01/17;000000;120.0000000;120.4950000;119.7200000;119.9700000;1404926
19/01/17;000000;119.4500000;120.0900000;119.3800000;119.7700000;2277931
20/01/17;000000;120.3100000;120.3400000;119.7400000;119.9900000;2253228
23/01/17;000000;119.9650000;120.8000000;119.7700000;120.0900000;1395661
24/01/17;000000;119.5300000;120.1000000;119.5000000;119.9700000;1500533
25/01/17;000000;120.3800000;122.1000000;120.3100000;121.9000000;2339261
26/01/17;000000;121.7400000;122.4300000;121.6000000;121.9400000;2077470
27/01/17;000000;122.1400000;122.3300000;121.6100000;121.7500000;1816884
30/01/17;000000;120.9600000;121.6100000;120.6600000;121.5600000;3175297
31/01/17;000000;121.1500000;121.3900000;120.6300000;121.3000000;3714164
01/02/17;000000;127.0400000;130.4900000;127.0400000;128.8500000;8975391
02/02/17;000000;127.9800000;129.3800000;127.7900000;128.5000000;2092158
03/02/17;000000;128.3600000;129.1900000;128.1650000;129.0700000;1595539
06/02/17;000000;128.9500000;130.4900000;128.9200000;130.3100000;1388898
07/02/17;000000;130.5200000;132.0900000;130.4600000;131.5100000;1944874
08/02/17;000000;131.3600000;132.2150000;131.2200000;132.0400000;1215816
09/02/17;000000;131.6700000;132.4400000;131.1400000;132.4000000;1362332
10/02/17;000000;132.4300000;132.9400000;132.0600000;132.1000000;1121113
13/02/17;000000;133.0700000;133.8100000;132.7700000;133.3000000;1145586
14/02/17;000000;133.4300000;135.0850000;133.2600000;135.0100000;1708367
15/02/17;000000;135.5100000;136.2700000;134.6300000;135.5100000;1911237
16/02/17;000000;135.6800000;135.9000000;134.8400000;135.3500000;1302627
17/02/17;000000;135.1200000;135.7900000;135.1000000;135.7200000;1124430
21/02/17;000000;136.2600000;136.7500000;135.9800000;136.6700000;1125959
22/02/17;000000;136.4700000;137.1100000;136.1200000;137.1100000;377868
23/02/17;000000;137.3650000;137.4800000;136.3000000;136.5200000;1328895
24/02/17;000000;135.9100000;136.6500000;135.2800000;136.6400000;1406660
27/02/17;000000;137.0000000;137.4300000;136.2900000;136.9300000;1054231
28/02/17;000000;137.0800000;137.4300000;136.7000000;136.9800000;1348741
01/03/17;000000;137.8900000;140.1450000;137.6100000;139.7600000;2165739
02/03/17;000000;139.9700000;140.2700000;138.7600000;138.9700000;1822689
03/03/17;000000;138.7900000;139.8300000;138.6000000;139.7700000;1337944
06/03/17;000000;139.3650000;139.7700000;138.6000000;139.3200000;1106099
07/03/17;000000;139.0900000;139.9800000;138.8000000;139.4900000;1224540
08/03/17;000000;138.9000000;139.8000000;138.8300000;139.0100000;1292856
09/03/17;000000;138.7300000;138.7500000;137.0800000;138.6450000;1372219
10/03/17;000000;139.2700000;139.3500000;138.6400000;139.1500000;1450244
13/03/17;000000;138.8400000;139.4100000;138.8400000;139.1800000;1078668
14/03/17;000000;139.3200000;139.6500000;138.8500000;138.9800000;983743
15/03/17;000000;139.4400000;140.7500000;139.0300000;140.4500000;1641866
16/03/17;000000;140.7200000;141.0200000;140.2700000;140.6700000;1293008
17/03/17;000000;140.9500000;140.9500000;139.8900000;139.9000000;1295592
20/03/17;000000;140.4300000;141.4900000;140.2300000;141.4800000;1113864
21/03/17;000000;142.1400000;142.8000000;139.7400000;139.8500000;2703516
22/03/17;000000;139.8300000;141.6000000;139.7900000;141.4700000;1904460
23/03/17;000000;141.2900000;141.5800000;140.6200000;140.9300000;1655666
24/03/17;000000;141.4100000;141.7400000;140.3700000;140.7300000;1775569
27/03/17;000000;139.3800000;141.2100000;138.6400000;140.8800000;1717151
28/03/17;000000;140.9000000;144.0300000;140.6400000;143.8200000;2335040
29/03/17;000000;143.6800000;144.4900000;143.2000000;144.1500000;1795770
30/03/17;000000;144.1800000;144.5000000;143.5000000;143.9300000;1349541
31/03/17;000000;143.6500000;144.2700000;143.0500000;143.6900000;1200003
03/04/17;000000;143.6700000;144.1100000;143.0500000;143.6700000;1483107
04/04/17;000000;143.3000000;144.8900000;143.1800000;144.7600000;1374818
05/04/17;000000;144.6400000;145.4600000;143.8200000;144.0200000;1839750
06/04/17;000000;144.2800000;144.5200000;143.4600000;143.7100000;1479754
07/04/17;000000;143.7200000;144.1700000;143.2700000;143.3600000;1297633
10/04/17;000000;143.6000000;143.8500000;142.9100000;143.1700000;1308535
11/04/17;000000;142.9300000;143.3500000;140.0600000;141.6200000;2217550
12/04/17;000000;141.6000000;142.1500000;141.0200000;141.7000000;1896918
13/04/17;000000;142.1100000;142.3800000;141.0600000;141.0900000;1294746
17/04/17;000000;141.1800000;141.8700000;140.8700000;141.8400000;1248349
18/04/17;000000;141.4100000;142.0400000;141.1100000;141.2200000;1309868
19/04/17;000000;141.8400000;141.9900000;140.4600000;140.6600000;1369314
20/04/17;000000;141.2100000;142.9200000;141.2100000;142.5300000;1786094
21/04/17;000000;142.4800000;142.6700000;141.8500000;142.2700000;1396979
24/04/17;000000;143.5900000;143.9500000;143.2000000;143.6000000;1179298
25/04/17;000000;143.9100000;144.8950000;143.9000000;144.5400000;1285960
26/04/17;000000;144.5400000;144.6000000;143.3900000;143.6600000;1730275
27/04/17;000000;143.8900000;144.1500000;143.3100000;143.7700000;1169899
28/04/17;000000;144.0000000;144.2900000;143.2700000;143.6500000;1238319
01/05/17;000000;144.9900000;147.1900000;144.9600000;146.6400000;1855534
02/05/17;000000;147.5400000;148.0850000;146.8400000;147.4900000;2155022
03/05/17;000000;145.5300000;147.4900000;144.2800000;147.1100000;3135708
04/05/17;000000;146.5300000;147.1200000;145.8200000;146.5000000;2141333
05/05/17;000000;146.7700000;148.9750000;146.7700000;148.9500000;1662952
08/05/17;000000;149.0500000;153.6900000;149.0400000;153.0200000;2575128
09/05/17;000000;153.8700000;154.8700000;153.4600000;153.9700000;2293800
10/05/17;000000;153.6300000;153.9300000;152.1200000;153.2200000;1598807
11/05/17;000000;152.6700000;154.0600000;152.3100000;153.9500000;1436500
12/05/17;000000;154.8900000;156.4100000;154.8900000;156.1100000;1893157
15/05/17;000000;156.0100000;156.6400000;155.0500000;155.6900000;1502788
16/05/17;000000;155.9400000;156.0600000;154.7200000;155.4500000;1140305
17/05/17;000000;153.8700000;154.5500000;149.7100000;150.2500000;3170923
18/05/17;000000;151.2500000;153.3400000;151.1500000;152.4900000;2167023
19/05/17;000000;153.4000000;153.9700000;152.6400000;153.0400000;1747269
22/05/17;000000;154.0800000;154.5600000;152.9100000;153.9700000;1232952
23/05/17;000000;154.8600000;154.8800000;153.3200000;153.7700000;1221722
24/05/17;000000;153.8400000;154.1600000;152.6800000;153.3400000;1111664
25/05/17;000000;153.8000000;154.3400000;153.0400000;153.8800000;1149617
26/05/17;000000;153.8000000;154.2100000;153.3100000;153.5900000;999682
30/05/17;000000;153.4200000;154.4200000;153.3300000;153.7000000;1038863
31/05/17;000000;154.0800000;154.1600000;152.3800000;152.7800000;1266336
01/06/17;000000;153.1700000;153.3300000;152.2200000;153.0500000;1093498
02/06/17;000000;153.4000000;155.4400000;152.9000000;155.4200000;1445082
05/06/17;000000;154.3400000;154.4400000;153.4700000;153.9200000;1312030
06/06/17;000000;153.8400000;155.8100000;153.8000000;154.4500000;1336576
07/06/17;000000;155.0200000;155.9800000;154.4900000;155.3600000;997744
08/06/17;000000;155.2800000;155.5400000;154.4100000;154.9900000;1106358
09/06/17;000000;155.1100000;155.1800000;146.0500000;148.6300000;3220231
12/06/17;000000;145.6300000;146.0900000;142.5500000;145.4000000;4024016
13/06/17;000000;147.1600000;147.4500000;145.1600000;146.5800000;1551604
14/06/17;000000;147.4900000;147.4900000;143.8500000;145.1500000;1962014
15/06/17;000000;143.1500000;144.4700000;142.2100000;144.2900000;2125888
16/06/17;000000;143.7100000;144.4900000;142.2000000;142.2500000;2155967
19/06/17;000000;143.9800000;146.7400000;143.7300000;146.3900000;1743746
20/06/17;000000;146.8700000;146.8700000;144.9400000;145.0000000;1552131
21/06/17;000000;145.5300000;146.0600000;144.6100000;145.8800000;1197813
22/06/17;000000;145.7600000;146.6900000;145.1200000;145.6300000;1138011
23/06/17;000000;145.1600000;147.1550000;145.1200000;146.2900000;1255448
26/06/17;000000;147.1700000;148.2800000;145.3800000;145.8000000;1542352
27/06/17;000000;145.0000000;146.1500000;143.6300000;143.7700000;1730834
28/06/17;000000;143.9200000;146.1100000;143.1700000;145.8600000;1450590
29/06/17;000000;144.7400000;145.1000000;142.2900000;143.6800000;2234374
30/06/17;000000;144.7100000;144.9500000;143.7900000;144.0400000;1252260
03/07/17;000000;144.9700000;145.3000000;143.1100000;143.5000000;889930
05/07/17;000000;143.6750000;144.7800000;142.7600000;144.0900000;1295955
06/07/17;000000;143.0600000;143.4900000;142.4100000;142.7200000;1540619
07/07/17;000000;142.9500000;144.7450000;142.9000000;144.1500000;1205466
10/07/17;000000;144.1800000;145.9500000;143.3700000;145.1200000;1212195
11/07/17;000000;144.7100000;145.8400000;144.3800000;145.5500000;1280762
12/07/17;000000;145.8800000;146.1500000;144.8300000;145.7700000;1543469
13/07/17;000000;145.4700000;148.4850000;145.4700000;147.8200000;1678816
14/07/17;000000;148.0100000;149.3300000;147.3400000;149.1000000;1309838
17/07/17;000000;148.8900000;150.8600000;148.5900000;149.6000000;1226099
18/07/17;000000;149.2900000;150.1200000;148.6700000;150.0300000;1248008
19/07/17;000000;150.5350000;151.4200000;149.9600000;150.8900000;1153074
20/07/17;000000;151.6800000;151.7400000;150.2000000;150.3700000;1179646
21/07/17;000000;149.8700000;150.4400000;148.8800000;150.3000000;1352067
24/07/17;000000;150.5700000;152.4300000;150.0200000;152.1100000;1253817
25/07/17;000000;152.2700000;153.8300000;152.2700000;152.7600000;1205049
26/07/17;000000;153.4000000;153.9200000;153.0600000;153.5300000;844121
27/07/17;000000;153.9000000;153.9900000;147.3500000;150.4900000;2126645
28/07/17;000000;149.7700000;150.2250000;149.2000000;149.4900000;1059507
31/07/17;000000;149.9000000;150.3000000;148.1300000;148.7800000;1127936
01/08/17;000000;149.2800000;150.2100000;148.4100000;150.0400000;1552487
02/08/17;000000;159.5200000;159.7500000;156.1600000;157.1500000;3198297
03/08/17;000000;157.0400000;157.2000000;155.0200000;155.5300000;1640735
04/08/17;000000;156.0700000;157.3900000;155.7100000;156.3500000;1319685
07/08/17;000000;157.0200000;158.9200000;156.6800000;158.8000000;1013100
08/08/17;000000;158.6000000;161.8200000;158.2900000;160.1000000;2199081
09/08/17;000000;159.1500000;161.2700000;159.1100000;161.0800000;1611293
10/08/17;000000;159.9100000;159.9900000;154.6300000;155.3000000;2348413
11/08/17;000000;156.6300000;158.5700000;156.1300000;157.4800000;1572976
14/08/17;000000;159.3300000;160.2100000;158.7700000;159.8000000;1247417
15/08/17;000000;160.6100000;162.1900000;160.1400000;161.6200000;1616377
16/08/17;000000;161.9500000;162.5100000;160.1500000;160.9400000;1552974
17/08/17;000000;160.6500000;160.6800000;157.8500000;157.8950000;1884308
18/08/17;000000;157.8800000;159.4800000;156.7400000;157.5400000;1586534
21/08/17;000000;157.4800000;157.8900000;155.1200000;157.1600000;1593812
22/08/17;000000;158.2300000;160.0000000;158.0900000;159.7700000;1167113
23/08/17;000000;159.0700000;160.4700000;158.8800000;159.9600000;1016114
24/08/17;000000;160.4800000;160.7400000;158.5500000;159.3100000;1490438
25/08/17;000000;159.8200000;160.5600000;159.2700000;159.8600000;1264498
28/08/17;000000;160.1550000;161.9900000;159.9400000;161.4800000;1122721
29/08/17;000000;160.1100000;163.1200000;160.0100000;162.9200000;1667713
30/08/17;000000;163.7800000;163.8800000;162.6200000;163.3400000;1437759
31/08/17;000000;163.6300000;164.5200000;163.4900000;164.0500000;1415944
01/09/17;000000;164.7600000;164.9300000;163.6300000;164.0400000;1028171
05/09/17;000000;163.7000000;164.2400000;160.5600000;162.0800000;2099279
06/09/17;000000;162.7700000;162.9900000;160.5200000;161.8700000;1087243
07/09/17;000000;162.1000000;162.2200000;160.3700000;161.2500000;1421438
08/09/17;000000;160.9100000;161.1300000;158.5300000;158.6400000;1625075
11/09/17;000000;160.5300000;162.0400000;159.8900000;161.5000000;1752419
12/09/17;000000;162.7400000;163.9600000;158.7800000;160.8600000;3462400
13/09/17;000000;159.8300000;159.8700000;157.9100000;159.6200000;2854334
14/09/17;000000;159.0200000;159.4000000;158.0900000;158.2900000;1413007
15/09/17;000000;158.1200000;160.9600000;158.0100000;159.8500000;2071638
18/09/17;000000;160.1600000;160.4900000;157.9950000;158.6600000;1575111
19/09/17;000000;159.5100000;159.7500000;158.4400000;158.7100000;1123062
20/09/17;000000;158.0000000;158.2200000;153.8400000;156.0400000;2621717
21/09/17;000000;155.6400000;155.6500000;152.7500000;153.4100000;2079660
22/09/17;000000;152.0100000;152.2700000;150.5700000;151.7500000;2729062
25/09/17;000000;149.9900000;151.8100000;149.2000000;150.5900000;2355711
26/09/17;000000;151.8500000;153.9100000;151.6900000;153.2200000;2021040
27/09/17;000000;153.7900000;154.7100000;153.5500000;154.2300000;1589448
28/09/17;000000;153.9100000;154.2400000;152.7100000;153.2400000;1481673
29/09/17;000000;153.2200000;154.1200000;152.0000000;154.0600000;1588504
02/10/17;000000;154.2500000;154.4400000;152.7250000;153.8100000;1276087
03/10/17;000000;154.0000000;155.0800000;153.9700000;154.4900000;930000
04/10/17;000000;153.6400000;153.8600000;152.4600000;153.4500000;1111339
05/10/17;000000;154.1800000;155.4400000;154.0600000;155.4000000;1320025
06/10/17;000000;154.9600000;155.4800000;154.5600000;155.2900000;1018263
09/10/17;000000;155.8600000;156.7200000;155.4900000;155.8500000;942750
10/10/17;000000;155.9700000;158.0000000;155.1100000;155.9000000;787495
11/10/17;000000;156.0100000;156.9700000;155.7500000;156.5300000;961723
12/10/17;000000;156.3500000;157.3600000;155.7300000;156.0000000;1087300
13/10/17;000000;156.7500000;157.2700000;156.4200000;157.0000000;917272
16/10/17;000000;157.8500000;160.0000000;157.6500000;159.9500000;1315592
17/10/17;000000;159.7900000;160.8700000;159.2300000;160.4700000;905771
18/10/17;000000;160.4700000;160.6700000;159.6050000;159.7700000;1051776
19/10/17;000000;156.7200000;157.0800000;155.0300000;155.9700000;2290504
20/10/17;000000;157.0300000;157.7400000;155.9600000;156.2600000;1067525
23/10/17;000000;156.8400000;157.6800000;155.5300000;156.2000000;1275262
24/10/17;000000;156.2900000;157.4100000;156.2100000;157.0700000;920514
25/10/17;000000;157.0200000;157.5500000;155.2800000;156.4100000;1104735
26/10/17;000000;157.3200000;157.8100000;156.8100000;157.4400000;843480
27/10/17;000000;159.2400000;163.6000000;158.7100000;163.0300000;2329675
30/10/17;000000;163.9900000;168.0700000;163.7200000;166.7600000;2293200
31/10/17;000000;167.9700000;169.6400000;166.9400000;169.0400000;1733173
01/11/17;000000;169.8450000;169.9300000;165.6300000;166.8900000;1583711
02/11/17;000000;167.5100000;168.4800000;165.2800000;168.0300000;1449658
03/11/17;000000;174.0000000;174.2500000;171.1400000;172.5100000;1888387
06/11/17;000000;172.3100000;174.9800000;171.7500000;174.3200000;1454824
07/11/17;000000;173.8500000;175.2500000;173.6100000;174.8000000;989426
08/11/17;000000;174.6600000;176.2300000;174.3500000;176.2300000;1100776
09/11/17;000000;175.1400000;176.0800000;173.1400000;175.8400000;1328651
10/11/17;000000;175.1500000;175.3500000;174.2800000;174.6600000;899440
13/11/17;000000;173.5100000;174.4900000;173.4100000;174.0100000;930110
14/11/17;000000;173.0400000;173.4500000;171.1900000;171.3500000;1463321
15/11/17;000000;169.9600000;170.3100000;168.4000000;169.0800000;1585522
16/11/17;000000;171.1300000;171.8700000;170.3100000;171.1000000;1349569
17/11/17;000000;171.0500000;171.3850000;169.6600000;170.1600000;1270850
20/11/17;000000;170.3500000;170.5500000;169.5600000;169.9900000;841197
21/11/17;000000;171.0000000;173.6950000;170.9000000;173.1300000;1190587
22/11/17;000000;173.4200000;175.0000000;173.0700000;174.9100000;1058700
24/11/17;000000;175.0900000;175.4900000;174.6800000;174.9700000;560422
27/11/17;000000;174.9700000;174.9800000;173.3400000;174.0850000;911509
28/11/17;000000;174.2100000;174.8600000;171.8600000;173.0600000;1130286
29/11/17;000000;172.5900000;172.9200000;167.1700000;169.4900000;1909867
30/11/17;000000;170.5200000;172.1400000;168.4550000;171.7100000;1597991
01/12/17;000000;169.9300000;171.6700000;168.5000000;171.0000000;2073343
04/12/17;000000;172.4400000;172.6200000;169.6400000;169.8200000;1750354
05/12/17;000000;169.2800000;171.5100000;168.4200000;169.6400000;1384837
06/12/17;000000;167.3300000;170.1900000;166.5000000;169.0500000;1383688
07/12/17;000000;169.0000000;170.4400000;168.9500000;169.5200000;1525001
08/12/17;000000;170.2400000;170.9800000;168.8200000;169.3400000;1317739
11/12/17;000000;169.1600000;172.8800000;168.8000000;172.6600000;1509482
12/12/17;000000;172.0900000;172.3300000;171.4800000;171.7300000;883975
13/12/17;000000;172.6100000;173.5300000;172.0100000;172.3100000;1303111
14/12/17;000000;172.4400000;173.1200000;171.6600000;172.1800000;1367442
15/12/17;000000;173.5300000;174.1700000;172.5000000;173.9600000;1487115
18/12/17;000000;174.8900000;177.1900000;174.8800000;176.4800000;1291679
19/12/17;000000;174.6800000;175.3900000;174.1000000;174.5400000;1322328
20/12/17;000000;174.8700000;175.4200000;173.2800000;174.3500000;1366899
21/12/17;000000;174.1350000;176.0100000;174.1000000;175.0000000;835357
22/12/17;000000;174.7300000;175.4000000;174.6700000;175.0300000;730906
26/12/17;000000;170.5800000;171.4400000;169.6800000;170.5600000;1540631
27/12/17;000000;170.0600000;170.7600000;169.7100000;170.5600000;967068
28/12/17;000000;170.9600000;171.8400000;170.4900000;171.0500000;688126
29/12/17;000000;170.5200000;170.5200000;169.2200000;169.2700000;1086102
02/01/18;000000;170.1800000;172.3000000;169.2700000;172.2500000;1241498
03/01/18;000000;172.6100000;174.5500000;171.9700000;172.2200000;1439681
04/01/18;000000;172.6900000;173.4600000;172.0900000;172.9900000;1309445
05/01/18;000000;173.4400000;175.2800000;173.0600000;174.9600000;1425249
08/01/18;000000;174.5400000;175.5800000;173.9400000;174.3800000;1153634
09/01/18;000000;174.5300000;175.0500000;173.4200000;174.3300000;1121741
10/01/18;000000;173.1000000;174.2900000;173.0000000;174.2800000;1150416
11/01/18;000000;174.5900000;175.4800000;174.5200000;175.3000000;1065300
12/01/18;000000;176.0700000;177.3600000;175.6700000;176.8800000;1347628
16/01/18;000000;178.0100000;179.3900000;176.1400000;176.1900000;1986331
17/01/18;000000;176.1100000;179.2500000;175.1100000;179.0100000;2030343
18/01/18;000000;179.3800000;180.0900000;178.2600000;179.2600000;1812958
19/01/18;000000;178.5600000;179.5800000;177.4200000;178.4400000;1807085
22/01/18;000000;177.2700000;177.7800000;176.6300000;177.0000000;1546988
23/01/18;000000;177.2500000;179.4400000;176.8200000;176.9700000;1929239
24/01/18;000000;177.2200000;177.2300000;173.2000000;174.2200000;3140260
25/01/18;000000;174.4300000;174.9400000;170.5300000;171.1300000;2181120
26/01/18;000000;171.9200000;172.0000000;170.0600000;171.4000000;2423373
29/01/18;000000;169.8500000;169.8500000;167.0800000;167.9600000;2496846
30/01/18;000000;165.4400000;167.3600000;164.7200000;166.9400000;2604233
31/01/18;000000;166.9000000;168.4400000;166.5000000;167.4700000;1669714
01/02/18;000000;167.1400000;168.6200000;166.7600000;167.8400000;1884225
02/02/18;000000;166.4800000;166.6300000;160.1000000;160.4300000;4089867
05/02/18;000000;159.1000000;163.8800000;156.0000000;156.5800000;4468307
06/02/18;000000;154.9200000;163.7000000;154.0000000;163.1200000;4851634
07/02/18;000000;163.2500000;163.2900000;159.0700000;159.5200000;2736478
08/02/18;000000;160.2500000;161.0000000;155.0400000;155.3000000;2831297
09/02/18;000000;156.6800000;157.8900000;150.2400000;156.2300000;2977287
12/02/18;000000;158.5400000;163.8900000;157.5900000;162.7600000;2585619
13/02/18;000000;161.8100000;164.7400000;161.8100000;164.3400000;1673689
14/02/18;000000;163.0100000;167.5200000;162.9500000;167.3500000;2143360
15/02/18;000000;169.7900000;173.0900000;169.0000000;173.0000000;2637566
16/02/18;000000;172.4600000;174.8100000;171.8000000;172.4500000;2137517
20/02/18;000000;171.9650000;174.2600000;171.4200000;171.8600000;1920514
21/02/18;000000;172.8100000;174.1200000;171.0100000;171.0500000;2133641
22/02/18;000000;171.9100000;173.9400000;171.7400000;172.6100000;1845568
23/02/18;000000;173.7300000;175.6500000;173.5500000;175.5400000;2004629
26/02/18;000000;176.3200000;179.3900000;176.3000000;178.9700000;2225786
27/02/18;000000;179.1500000;180.4700000;178.1600000;178.3600000;3234133
28/02/18;000000;179.2800000;180.6100000;178.0600000;178.1000000;2173708
01/03/18;000000;178.5000000;179.7600000;172.6700000;174.8800000;3424976
02/03/18;000000;172.7500000;176.3000000;172.4600000;176.3000000;3270934
05/03/18;000000;175.1300000;177.7400000;174.5300000;176.8400000;2151177
06/03/18;000000;177.9500000;178.2400000;176.1400000;176.6600000;1690346
07/03/18;000000;175.0000000;175.8300000;174.2700000;175.0400000;2285105
08/03/18;000000;175.4300000;177.1200000;175.0800000;176.9100000;1606314
09/03/18;000000;177.9600000;180.0000000;177.4000000;179.9600000;2136558
12/03/18;000000;180.3100000;182.3900000;180.2200000;181.7200000;1714535
13/03/18;000000;182.5000000;183.4900000;179.2400000;179.9600000;2325954
14/03/18;000000;180.4900000;180.5000000;177.8200000;178.5000000;2244549
15/03/18;000000;178.5000000;180.2200000;178.0900000;178.6500000;1507908
16/03/18;000000;178.6300000;179.1200000;177.6400000;177.8900000;1591653
19/03/18;000000;177.3100000;177.4500000;173.6700000;175.3100000;2371576
20/03/18;000000;175.3000000;176.7900000;174.9600000;175.2500000;1290703
21/03/18;000000;175.0000000;175.0900000;171.2600000;171.3700000;2285499
22/03/18;000000;170.0100000;172.6700000;168.6100000;168.7400000;3101844
23/03/18;000000;168.3900000;169.9200000;164.9500000;164.9800000;3111787
26/03/18;000000;167.9200000;173.1000000;166.4800000;172.8000000;2291953
27/03/18;000000;173.6700000;175.1400000;166.9200000;168.3400000;3726476
28/03/18;000000;167.0600000;170.0000000;165.2200000;166.5500000;3440212
29/03/18;000000;167.9700000;171.7500000;166.9100000;168.0500000;2444279
02/04/18;000000;167.9700000;168.9300000;164.4800000;166.6700000;2755630
03/04/18;000000;167.7500000;168.7200000;164.8900000;168.4100000;2080902
04/04/18;000000;164.9400000;172.0000000;164.8400000;171.5900000;2480591
05/04/18;000000;172.5800000;174.2300000;172.0900000;172.7900000;1552715
06/04/18;000000;170.9000000;172.4700000;168.2000000;168.3500000;2106476
09/04/18;000000;169.8450000;173.0300000;169.8450000;170.0600000;1518760
10/04/18;000000;173.0100000;173.9700000;171.5400000;173.2300000;1943610
11/04/18;000000;171.8800000;173.9200000;171.7300000;172.4200000;1423706
12/04/18;000000;173.3900000;174.9900000;173.0500000;174.1700000;1318733
13/04/18;000000;174.9300000;175.8400000;173.8600000;174.7400000;1439450
16/04/18;000000;175.0100000;176.1900000;174.8800000;175.8900000;1476887
17/04/18;000000;176.4200000;178.9300000;176.4200000;178.2400000;1418294
18/04/18;000000;177.8100000;178.8000000;176.8800000;177.8300000;1226132
19/04/18;000000;174.9600000;175.3600000;172.6600000;172.7900000;2157138
20/04/18;000000;170.5200000;171.2000000;165.4300000;165.7200000;3819187
23/04/18;000000;166.8400000;166.8800000;164.1000000;165.2600000;1875963
